"","ENFORCEMENT_ACTION.PWSID","ENFORCEMENT_ACTION.ENFORCEMENT_ID","ENFORCEMENT_ACTION.ORIGINATOR_CODE","ENFORCEMENT_ACTION.ENFORCEMENT_DATE","ENFORCEMENT_ACTION.ENFORCEMENT_ACTION_TYPE_CODE","ENFORCEMENT_ACTION.ENFORCEMENT_COMMENT_TEXT","X"
"364","PA4410152","162936333036","S","21-APR-16","SOX",NA,NA
"365","PA4410152","170143943001","S","10-MAR-17","SOX",NA,NA
"366","PA4410152","180095438002","S","27-JUL-18","SOX",NA,NA
"367","PA4410152","180763340019","S","09-MAY-18","SFK",NA,NA
"368","PA4410152","190100548001","S","17-MAY-19","SIA",NA,NA
"369","PA4410152","190100549001","S","17-MAY-19","SIE",NA,NA
"370","PA4410152","190100550001","S","17-MAY-19","SIF",NA,NA
"371","PA4410152","190100551001","S","17-MAY-19","SOX",NA,NA
"372","PA4410152","190288942003","S","17-MAY-19","SIA",NA,NA
"373","PA4410152","190288943003","S","17-MAY-19","SIE",NA,NA
"374","PA4410152","190288944003","S","17-MAY-19","SIF",NA,NA
"375","PA4410152","190288945003","S","17-MAY-19","SOX",NA,NA
"376","PA4410152","190761936005","S","17-MAY-19","SIA",NA,NA
"377","PA4410152","190761937005","S","17-MAY-19","SIE",NA,NA
"378","PA4410152","190761938005","S","17-MAY-19","SIF",NA,NA
"379","PA4410152","190761939005","S","17-MAY-19","SOX",NA,NA
"380","PA4410152","192149130001","S","08-MAY-19","SIA",NA,NA
"381","PA4410152","192149132001","S","08-MAY-19","SOX",NA,NA
"382","PA4410152","192485530034","S","17-MAY-19","SIA",NA,NA
"383","PA4410152","192485531034","S","17-MAY-19","SIE",NA,NA
"384","PA4410152","192485532034","S","17-MAY-19","SIF",NA,NA
"385","PA4410152","192485533034","S","17-MAY-19","SOX",NA,NA
"386","PA4410153","90610085002","S","09-FEB-09","SOX",NA,NA
"387","PA4410153","91376585005","S","04-MAY-09","SOX",NA,NA
"388","PA4410153","91751785008","S","03-AUG-09","SOX",NA,NA
"389","PA4410153","91924285009","S","20-AUG-09","SOX",NA,NA
"390","PA4410153","10134441001","S","10-MAY-10","SOX",NA,NA
"391","PA4410153","101989685001","S","05-OCT-09","SOX",NA,NA
"392","PA4410153","110516762001","S","25-FEB-11","SOX",NA,NA
"393","PA4410153","11189531001","S","12-OCT-10","SOX",NA,NA
"394","PA4410153","11227171002","S","27-OCT-10","SOX",NA,NA
"395","PA4410153","120212013001","S","31-MAY-12","SOX",NA,NA
"396","PA4410153","131558019001","S","15-MAR-13","SOX",NA,NA
"397","PA4410153","140086725001","S","20-DEC-13","SOX",NA,NA
"398","PA4410153","143623456001","S","23-DEC-13","SOX",NA,NA
"399","PA4410153","161560636001","S","17-MAY-16","SIA",NA,NA
"400","PA4410153","161560638001","S","15-JUN-16","SOX",NA,NA
"401","PA4410153","172767318001","S","06-DEC-16","SOX",NA,NA
"402","PA4410153","193573336002","S","30-MAY-19","SIA",NA,NA
"403","PA4410153","193573338002","S","30-MAY-19","SOX",NA,NA
"404","PA7360130","190993054001","S","07-MAY-19","SIA",NA,NA
"405","PA7360130","190993056001","S","07-MAY-19","SOX",NA,NA
"406","PA4490004","10065941","S","29-JAN-10","SIA",NA,NA
"407","PA4490004","10065941001","S","29-JAN-10","SIE",NA,NA
"408","PA4490004","10065942001","S","29-JAN-10","SIF",NA,NA
"409","PA4490004","10065943001","S","16-MAR-10","SOX",NA,NA
"410","PA4490004","10109511022","S","23-MAR-10","SOX",NA,NA
"411","PA4490004","10169651","S","17-AUG-10","SIA",NA,NA
"412","PA4490004","10169651001","S","17-AUG-10","SIE",NA,NA
"413","PA4490004","10169651023","S","17-AUG-10","SIE",NA,NA
"414","PA4490004","101696523","S","17-AUG-10","SIA",NA,NA
"415","PA4490004","11017797001","S","28-DEC-10","SOX",NA,NA
"416","PA4490004","11169652001","S","09-NOV-10","SIE",NA,NA
"417","PA4490004","11169653001","S","03-JAN-11","SIF",NA,NA
"418","PA4490004","11169654001","S","03-JAN-11","SOX",NA,NA
"419","PA4490004","131683718001","S","03-MAY-13","SIA",NA,NA
"420","PA4490004","131683720001","S","03-MAY-13","SOX",NA,NA
"421","PA4490004","160781936001","S","22-APR-16","SIA",NA,NA
"422","PA4490004","160781938001","S","22-APR-16","SOX",NA,NA
"423","PA4490004","192158954001","S","28-MAY-19","SIA",NA,NA
"424","PA4490004","192158955001","S","28-MAY-19","SIE",NA,NA
"425","PA4490004","192158956001","S","28-MAY-19","SIF",NA,NA
"426","PA4490004","192158957001","S","28-MAY-19","SOX",NA,NA
"427","PA4490007","11068306001","S","14-MAR-11","SIA",NA,NA
"428","PA4490007","11068308001","S","17-MAY-11","SOX",NA,NA
"429","PA4490007","11175026002","S","27-APR-11","SIA",NA,NA
"430","PA4490007","11227941","S","09-NOV-10","SIA",NA,NA
"431","PA4490007","11227942001","S","15-DEC-10","SOX",NA,NA
"432","PA4490007","11229827021","S","16-AUG-11","SOX",NA,NA
"433","PA4490007","120904812001","S","14-FEB-12","SIA",NA,NA
"434","PA4490007","120904814001","S","14-FEB-12","SOX",NA,NA
"435","PA4490007","12406496001","S","27-OCT-11","SIA",NA,NA
"436","PA4490007","12406498001","S","16-NOV-11","SOX",NA,NA
"437","PA4490007","161897136005","S","22-APR-16","SIA",NA,NA
"438","PA4490007","161897138005","S","22-APR-16","SOX",NA,NA
"439","PA4490007","172692442002","S","11-AUG-17","SIA",NA,NA
"440","PA4490007","172692443002","S","11-AUG-17","SIE",NA,NA
"441","PA4490007","172692444002","S","11-AUG-17","SIF",NA,NA
"442","PA4490007","172692445002","S","11-AUG-17","SOX",NA,NA
"443","PA4490007","180670948001","S","09-FEB-18","SIA",NA,NA
"444","PA4490007","180670949001","S","09-FEB-18","SIE",NA,NA
"445","PA4490007","180670950001","S","09-FEB-18","SIF",NA,NA
"446","PA4490007","180670951001","S","09-FEB-18","SOX",NA,NA
"447","PA4490007","182311148021","S","21-AUG-18","SIA",NA,NA
"448","PA4490007","182311150021","S","21-AUG-18","SOX",NA,NA
"449","PA4490007","183589342023","S","08-NOV-17","SIA",NA,NA
"450","PA4490007","183589343023","S","09-FEB-18","SIA",NA,NA
"451","PA4490007","183589344023","S","09-FEB-18","SIE",NA,NA
"452","PA4490007","183589345023","S","09-FEB-18","SIF",NA,NA
"453","PA4490007","183589346023","S","09-FEB-18","SOX",NA,NA
"454","PA4490007","183589542025","S","09-NOV-17","SIA",NA,NA
"455","PA4490007","183589544025","S","09-NOV-17","SOX",NA,NA
"456","PA4490011","91755684002","S","21-AUG-09","SIA",NA,NA
"457","PA4490011","91755685002","S","21-AUG-09","SIF",NA,NA
"458","PA4490011","91755686002","S","21-AUG-09","SOX",NA,NA
"459","PA4490011","10013681002","S","20-JAN-10","SIE",NA,NA
"460","PA4490011","10013682","S","07-JAN-10","SIA",NA,NA
"461","PA4490011","10013682002","S","21-JAN-10","SIF",NA,NA
"462","PA4490011","10013683002","S","21-JAN-10","SOX",NA,NA
"463","PA4490011","10122411005","S","13-APR-10","SOX",NA,NA
"464","PA4490011","10189741","S","24-SEP-10","SIA",NA,NA
"465","PA4490011","10189746","S","24-SEP-10","SIA",NA,NA
"466","PA4490011","102240384001","S","23-NOV-09","SIA",NA,NA
"467","PA4490011","102240386001","S","15-DEC-09","SOX",NA,NA
"468","PA4490011","11189742001","S","23-NOV-10","SOX",NA,NA
"469","PA4490011","120094512001","S","08-DEC-11","SIA",NA,NA
"470","PA4490011","120094514001","S","09-DEC-11","SOX",NA,NA
"471","PA4490011","122730412006","S","18-JUL-12","SIA",NA,NA
"472","PA4490011","122730414006","S","18-JUL-12","SOX",NA,NA
"473","PA4490011","123256212009","S","10-AUG-12","SOX",NA,NA
"474","PA4490011","130991618001","S","28-JAN-13","SIA",NA,NA
"475","PA4490011","130991619001","S","28-JAN-13","SIE",NA,NA
"476","PA4490011","130991620001","S","28-JAN-13","SIF",NA,NA
"477","PA4490011","130991621001","S","28-JAN-13","SOX",NA,NA
"478","PA4490011","130991718002","S","25-FEB-13","SIA",NA,NA
"479","PA4490011","130991720002","S","25-FEB-13","SOX",NA,NA
"480","PA4490011","133434218001","S","30-JUL-13","SIA",NA,NA
"481","PA4490011","133434218003","S","30-JUL-13","SIA",NA,NA
"482","PA4490011","133434219001","S","30-JUL-13","SIE",NA,NA
"483","PA4490011","133434219003","S","30-JUL-13","SIE",NA,NA
"484","PA4490011","133434220001","S","30-JUL-13","SIF",NA,NA
"485","PA4490011","133434220003","S","30-JUL-13","SIF",NA,NA
"486","PA4490011","133434221001","S","30-JUL-13","SFJ",NA,NA
"487","PA4490011","133434221003","S","30-JUL-13","SFJ",NA,NA
"488","PA4490011","133892312001","S","15-OCT-12","SIA",NA,NA
"489","PA4490011","133892314001","S","15-OCT-12","SOX",NA,NA
"490","PA4490011","134343112002","S","26-NOV-12","SIA",NA,NA
"491","PA4490011","134343114002","S","26-NOV-12","SOX",NA,NA
"492","PA4490011","140091424001","S","22-NOV-13","SIA",NA,NA
"493","PA4490011","140091425001","S","22-NOV-13","SIE",NA,NA
"494","PA4490011","140091426001","S","22-NOV-13","SIF",NA,NA
"495","PA4490011","140091427001","S","22-NOV-13","SOX",NA,NA
"496","PA4490011","140091524008","S","16-DEC-13","SIA",NA,NA
"497","PA4490011","140091525008","S","16-DEC-13","SIE",NA,NA
"498","PA4490011","140091526008","S","16-DEC-13","SIF",NA,NA
"499","PA4490011","140091527008","S","16-DEC-13","SOX",NA,NA
"500","PA4490011","140863524002","S","09-APR-14","SIA",NA,NA
"501","PA4490011","140863525002","S","09-APR-14","SIE",NA,NA
"502","PA4490011","140863526002","S","09-APR-14","SIF",NA,NA
"503","PA4490011","140863527002","S","09-APR-14","SOX",NA,NA
"504","PA4490011","142243924005","S","16-JUN-14","SIA",NA,NA
"505","PA4490011","142243925005","S","16-JUN-14","SIE",NA,NA
"506","PA4490011","142243926005","S","16-JUN-14","SIF",NA,NA
"507","PA4490011","142243927005","S","16-JUN-14","SOX",NA,NA
"508","PA4490011","143187524007","S","28-AUG-14","SIA",NA,NA
"509","PA4490011","143187525007","S","28-AUG-14","SIE",NA,NA
"510","PA4490011","143187526007","S","28-AUG-14","SIF",NA,NA
"511","PA4490011","143187527007","S","28-AUG-14","SOX",NA,NA
"512","PA4490011","143434222001","S","13-NOV-13","SOX",NA,NA
"513","PA4490011","143434318004","S","13-NOV-13","SIA",NA,NA
"514","PA4490011","143434319004","S","13-NOV-13","SIE",NA,NA
"515","PA4490011","143434320004","S","13-NOV-13","SIF",NA,NA
"516","PA4490011","143434321004","S","13-NOV-13","SFJ",NA,NA
"517","PA4490011","151478030004","S","01-MAY-15","SIA",NA,NA
"518","PA4490011","151478031004","S","01-MAY-15","SIE",NA,NA
"519","PA4490011","151478032004","S","01-MAY-15","SIF",NA,NA
"520","PA4490011","151478033004","S","01-MAY-15","SOX",NA,NA
"521","PA4490011","151766230005","S","25-JUN-15","SIA",NA,NA
"522","PA4490011","151766231005","S","25-JUN-15","SIE",NA,NA
"523","PA4490011","151766232005","S","25-JUN-15","SIF",NA,NA
"524","PA4490011","151766233005","S","25-JUN-15","SOX",NA,NA
"525","PA4490011","160099636001","S","21-DEC-15","SIA",NA,NA
"526","PA4490011","160099638001","S","21-DEC-15","SOX",NA,NA
"527","PA4490011","160782236003","S","07-MAR-16","SIA",NA,NA
"528","PA4490011","160782238003","S","07-MAR-16","SOX",NA,NA
"529","PA4490011","160782336004","S","24-FEB-16","SIA",NA,NA
"530","PA4490011","160782337004","S","24-FEB-16","SIE",NA,NA
"531","PA4490011","160782338004","S","07-MAR-16","SIF",NA,NA
"532","PA4490011","161246436039","S","17-JUN-16","SIA",NA,NA
"533","PA4490011","161246438039","S","17-JUN-16","SOX",NA,NA
"534","PA4490011","161346436042","S","22-APR-16","SIA",NA,NA
"535","PA4490011","161346437042","S","22-APR-16","SIE",NA,NA
"536","PA4490011","161346438042","S","22-APR-16","SIF",NA,NA
"537","PA4490011","161346439042","S","22-APR-16","SOX",NA,NA
"538","PA4490011","161570636043","S","04-MAY-16","SIA",NA,NA
"539","PA4490011","161570638043","S","04-MAY-16","SOX",NA,NA
"540","PA4490011","162948430001","S","15-MAR-16","SIF",NA,NA
"541","PA4490011","162948431001","S","15-MAR-16","SOX",NA,NA
"542","PA4490011","170147642001","S","02-DEC-16","SIA",NA,NA
"543","PA4490011","170147644001","S","02-DEC-16","SOX",NA,NA
"544","PA4490011","173578036045","S","21-NOV-16","SIA",NA,NA
"545","PA4490011","173578038045","S","21-NOV-16","SOX",NA,NA
"546","PA4490016","151478130001","S","05-MAY-15","SIA",NA,NA
"547","PA4490016","151478131001","S","05-MAY-15","SIE",NA,NA
"548","PA4490016","151478132001","S","05-MAY-15","SIF",NA,NA
"549","PA4490016","151478133001","S","05-MAY-15","SOX",NA,NA
"550","PA4490016","181886948006","S","23-JUL-18","SIA",NA,NA
"551","PA4490016","181886950006","S","23-JUL-18","SOX",NA,NA
"552","PA4490016","182311348009","S","20-AUG-18","SIA",NA,NA
"553","PA4490016","182311350009","S","20-AUG-18","SOX",NA,NA
"554","PA4490016","192825948010","S","18-OCT-18","SIA",NA,NA
"555","PA4490016","192825950010","S","18-OCT-18","SOX",NA,NA
"556","PA4490016","193128648011","S","16-NOV-18","SIA",NA,NA
"557","PA4490016","193128650011","S","16-NOV-18","SOX",NA,NA
"558","PA4490018","120906312001","S","21-FEB-12","SIA",NA,NA
"559","PA4490018","120906314001","S","21-FEB-12","SOX",NA,NA
"560","PA4490018","123256312002","S","27-JUL-12","SIA",NA,NA
"561","PA4490018","123256313002","S","27-JUL-12","SIE",NA,NA
"562","PA4490018","123256314002","S","27-JUL-12","SIF",NA,NA
"563","PA4490018","123256315002","S","27-JUL-12","SOX",NA,NA
"564","PA4490018","123256612005","S","10-AUG-12","SIA",NA,NA
"565","PA4490018","123256613005","S","10-AUG-12","SIF",NA,NA
"566","PA4490018","123256614005","S","10-AUG-12","SOX",NA,NA
"567","PA4490018","124068010005","S","21-FEB-12","SOX",NA,NA
"568","PA4490018","12406806005","S","27-OCT-11","SIA",NA,NA
"569","PA4490018","12406807005","S","21-NOV-11","SIA",NA,NA
"570","PA4490018","12406808005","S","21-NOV-11","SIE",NA,NA
"571","PA4490018","182311448002","S","31-JUL-18","SIA",NA,NA
"572","PA4490018","182311450002","S","31-JUL-18","SOX",NA,NA
"573","PA4490019","90624984001","S","28-JAN-09","SIA",NA,NA
"574","PA4490019","90624986001","S","28-JAN-09","SOX",NA,NA
"575","PA4490019","10066171","S","02-FEB-10","SIA",NA,NA
"576","PA4490019","10066171001","S","02-FEB-10","SIE",NA,NA
"577","PA4490019","10066172001","S","19-MAR-10","SIF",NA,NA
"578","PA4490019","10066173001","S","13-APR-10","SOX",NA,NA
"579","PA4490019","10122421002","S","23-JUN-10","SIE",NA,NA
"580","PA4490019","10122421024","S","23-JUN-10","SIE",NA,NA
"581","PA4490019","10122422","S","29-MAR-10","SIA",NA,NA
"582","PA4490019","101224224","S","29-MAR-10","SIA",NA,NA
"583","PA4490019","10169671026","S","29-JUL-10","SOX",NA,NA
"584","PA4490019","11122422002","S","12-OCT-10","SOX",NA,NA
"585","PA4490019","11122423002","S","15-JUN-11","SIF",NA,NA
"586","PA4490019","11287747006","S","16-AUG-11","SOX",NA,NA
"587","PA4490019","120214612001","S","11-JAN-12","SIA",NA,NA
"588","PA4490019","120214614001","S","11-JAN-12","SOX",NA,NA
"589","PA4490019","121567012002","S","23-MAR-12","SIA",NA,NA
"590","PA4490019","121567014002","S","23-MAR-12","SOX",NA,NA
"591","PA4490019","122730712003","S","20-JUN-12","SIA",NA,NA
"592","PA4490019","122730714003","S","20-JUN-12","SOX",NA,NA
"593","PA4490019","132254118002","S","17-MAY-13","SIA",NA,NA
"594","PA4490019","132254120002","S","17-MAY-13","SOX",NA,NA
"595","PA4490019","132619718003","S","31-MAY-13","SIA",NA,NA
"596","PA4490019","132619720003","S","31-MAY-13","SOX",NA,NA
"597","PA4490019","140091724002","S","22-NOV-13","SIA",NA,NA
"598","PA4490019","140091726002","S","22-NOV-13","SOX",NA,NA
"599","PA4490019","140863924003","S","27-MAR-14","SIA",NA,NA
"600","PA4490019","140863926003","S","27-MAR-14","SOX",NA,NA
"601","PA4490019","141619924005","S","09-APR-14","SIA",NA,NA
"602","PA4490019","141619926005","S","30-APR-14","SOX",NA,NA
"603","PA4490019","144568318002","S","21-NOV-13","SIA",NA,NA
"604","PA4490019","144568320002","S","21-NOV-13","SOX",NA,NA
"605","PA4490019","144568418003","S","13-NOV-13","SIA",NA,NA
"606","PA4490019","144568420003","S","13-NOV-13","SOX",NA,NA
"607","PA4490019","144571418033","S","15-NOV-13","SIA",NA,NA
"608","PA4490019","151766330001","S","25-JUN-15","SIA",NA,NA
"609","PA4490019","151766332001","S","25-JUN-15","SOX",NA,NA
"610","PA4490019","152611730004","S","28-SEP-15","SIA",NA,NA
"611","PA4490019","152611732004","S","28-SEP-15","SOX",NA,NA
"612","PA4490019","153341624001","S","15-DEC-14","SIA",NA,NA
"613","PA4490019","153341626001","S","15-DEC-14","SOX",NA,NA
"614","PA4490019","160785936002","S","15-APR-16","SIA",NA,NA
"615","PA4490019","160785938002","S","15-APR-16","SOX",NA,NA
"616","PA4490019","160786036003","S","23-FEB-16","SIA",NA,NA
"617","PA4490019","160786038003","S","23-FEB-16","SOX",NA,NA
"618","PA4490019","161897336024","S","13-MAY-16","SIA",NA,NA
"619","PA4490019","161897338024","S","13-MAY-16","SOX",NA,NA
"620","PA4490019","162948630001","S","28-OCT-15","SIA",NA,NA
"621","PA4490019","162948632001","S","16-NOV-15","SOX",NA,NA
"622","PA4490019","163578136027","S","15-SEP-16","SIA",NA,NA
"623","PA4490019","163578138027","S","15-SEP-16","SOX",NA,NA
"624","PA4490019","170827842001","S","25-JAN-17","SIA",NA,NA
"625","PA4490019","170827844001","S","25-JAN-17","SOX",NA,NA
"626","PA4490019","171825942006","S","26-MAY-17","SIA",NA,NA
"627","PA4490019","171825944006","S","26-MAY-17","SOX",NA,NA
"628","PA4490019","172307942008","S","14-JUL-17","SIA",NA,NA
"629","PA4490019","172307944008","S","14-JUL-17","SOX",NA,NA
"630","PA4490019","180245548001","S","02-JAN-18","SIA",NA,NA
"631","PA4490019","180245550001","S","02-JAN-18","SOX",NA,NA
"632","PA4490019","192311548004","S","02-NOV-18","SIA",NA,NA
"633","PA4490019","192311550004","S","02-NOV-18","SOX",NA,NA
"634","PA4490019","193128748007","S","19-NOV-18","SIA",NA,NA
"635","PA4490019","193128750007","S","19-NOV-18","SOX",NA,NA
"636","PA4490020","91119384001","S","03-MAR-09","SIA",NA,NA
"637","PA4490020","91119386001","S","03-MAR-09","SOX",NA,NA
"638","PA4490020","11227971001","S","05-NOV-10","SOX",NA,NA
"639","PA4490020","122730812005","S","18-JUL-12","SIA",NA,NA
"640","PA4490020","122730814005","S","18-JUL-12","SOX",NA,NA
"641","PA4490020","140864124001","S","13-MAY-14","SIA",NA,NA
"642","PA4490020","140864126001","S","13-MAY-14","SOX",NA,NA
"643","PA4490020","141464624003","S","09-APR-14","SIA",NA,NA
"644","PA4490020","141464625003","S","09-APR-14","SIF",NA,NA
"645","PA4490020","141464626003","S","09-APR-14","SOX",NA,NA
"646","PA4490020","142812424004","S","25-JUL-14","SIA",NA,NA
"647","PA4490020","142812425004","S","25-JUL-14","SIE",NA,NA
"648","PA4490020","142812426004","S","28-AUG-14","SIF",NA,NA
"649","PA4490020","142812427004","S","28-AUG-14","SOX",NA,NA
"650","PA4490020","150695230002","S","03-FEB-15","SIA",NA,NA
"651","PA4490020","150695231002","S","03-FEB-15","SIE",NA,NA
"652","PA4490020","150695232002","S","23-FEB-15","SIF",NA,NA
"653","PA4490020","150695233002","S","23-FEB-15","SOX",NA,NA
"654","PA4490020","151678730004","S","29-MAY-15","SIA",NA,NA
"655","PA4490020","151678732004","S","29-MAY-15","SOX",NA,NA
"656","PA4490020","153782024001","S","27-OCT-14","SIA",NA,NA
"657","PA4490020","153782026001","S","27-OCT-14","SOX",NA,NA
"658","PA4490020","162948830001","S","28-OCT-15","SIA",NA,NA
"659","PA4490020","162948831001","S","28-OCT-15","SIE",NA,NA
"660","PA4490020","162948832001","S","16-NOV-15","SIF",NA,NA
"661","PA4490020","162948833001","S","16-NOV-15","SOX",NA,NA
"662","PA4490020","170828342001","S","14-FEB-17","SIA",NA,NA
"663","PA4490020","170828344001","S","14-FEB-17","SOX",NA,NA
"664","PA4490020","182311648002","S","20-AUG-18","SIA",NA,NA
"665","PA4490020","182311650002","S","20-AUG-18","SOX",NA,NA
"666","PA4490020","190778454001","S","18-APR-19","SIA",NA,NA
"667","PA4490020","190778456001","S","18-APR-19","SOX",NA,NA
"668","PA4490021","10066401002","S","29-JAN-10","SIE",NA,NA
"669","PA4490021","10066402","S","29-JAN-10","SIA",NA,NA
"670","PA4490021","10066402002","S","29-JAN-10","SIF",NA,NA
"671","PA4490021","10066403002","S","16-MAR-10","SOX",NA,NA
"672","PA4490021","10066593021","S","23-MAR-10","SOX",NA,NA
"673","PA4490021","11017817001","S","28-DEC-10","SOX",NA,NA
"674","PA4490021","11227981","S","09-NOV-10","SIA",NA,NA
"675","PA4490021","11227981001","S","09-NOV-10","SIE",NA,NA
"676","PA4490021","11227982001","S","03-JAN-11","SIF",NA,NA
"677","PA4490021","11227983001","S","03-JAN-11","SOX",NA,NA
"678","PA4490021","11287756002","S","17-AUG-11","SIA",NA,NA
"679","PA4490021","11287757002","S","17-AUG-11","SIE",NA,NA
"680","PA4490021","11287758002","S","27-SEP-11","SIF",NA,NA
"681","PA4490021","11287759002","S","27-SEP-11","SOX",NA,NA
"682","PA4490021","143187724001","S","28-AUG-14","SIA",NA,NA
"683","PA4490021","143187725001","S","28-AUG-14","SIE",NA,NA
"684","PA4490021","143187726001","S","28-AUG-14","SIF",NA,NA
"685","PA4490021","143187727001","S","28-AUG-14","SOX",NA,NA
"686","PA4490021","160788136001","S","22-APR-16","SIA",NA,NA
"687","PA4490021","160788138001","S","22-APR-16","SOX",NA,NA
"688","PA4490021","192159354002","S","28-MAY-19","SIA",NA,NA
"689","PA4490021","192159355002","S","28-MAY-19","SIE",NA,NA
"690","PA4490021","192159356002","S","28-MAY-19","SIF",NA,NA
"691","PA4490021","192159357002","S","28-MAY-19","SOX",NA,NA
"692","PA4490024","191222154004","S","22-MAR-19","SIA",NA,NA
"693","PA4490024","191222156004","S","22-MAR-19","SOX",NA,NA
"694","PA4490298","90625284001","S","27-JAN-09","SIA",NA,NA
"695","PA4490298","90625286001","S","13-FEB-09","SOX",NA,NA
"696","PA4490298","90625385002","S","05-FEB-09","SIE",NA,NA
"697","PA4490298","90625386002","S","05-MAR-09","SIF",NA,NA
"698","PA4490298","90625387002","S","05-MAR-09","SOX",NA,NA
"699","PA4490298","91389685044","S","23-APR-09","SOX",NA,NA
"700","PA4490298","91538185045","S","09-JUN-09","SOX",NA,NA
"701","PA4490298","91990384047","S","29-SEP-09","SIA",NA,NA
"702","PA4490298","91990386047","S","29-SEP-09","SOX",NA,NA
"703","PA4490298","10066641","S","01-FEB-10","SIA",NA,NA
"704","PA4490298","10066641001","S","01-FEB-10","SIE",NA,NA
"705","PA4490298","10066642001","S","01-FEB-10","SIF",NA,NA
"706","PA4490298","10066643001","S","01-FEB-10","SOX",NA,NA
"707","PA4490298","10122441002","S","13-APR-10","SOX",NA,NA
"708","PA4490298","10135141003","S","27-APR-10","SOX",NA,NA
"709","PA4490298","10169751004","S","29-JUL-10","SOX",NA,NA
"710","PA4490298","10189761","S","24-SEP-10","SIA",NA,NA
"711","PA4490298","10189765","S","24-SEP-10","SIA",NA,NA
"712","PA4490298","102240985001","S","30-OCT-09","SOX",NA,NA
"713","PA4490298","11068596001","S","23-FEB-11","SIA",NA,NA
"714","PA4490298","11068597001","S","23-FEB-11","SIE",NA,NA
"715","PA4490298","11068598001","S","12-APR-11","SIF",NA,NA
"716","PA4490298","11068599001","S","12-APR-11","SOX",NA,NA
"717","PA4490298","11189762001","S","05-OCT-10","SOX",NA,NA
"718","PA4490298","11228041002","S","05-NOV-10","SOX",NA,NA
"719","PA4490298","11228051003","S","09-NOV-10","SIE",NA,NA
"720","PA4490298","11228052003","S","06-DEC-10","SIF",NA,NA
"721","PA4490298","11228053","S","09-NOV-10","SIA",NA,NA
"722","PA4490298","11228053003","S","15-DEC-10","SOX",NA,NA
"723","PA4490298","143187824005","S","16-SEP-14","SIA",NA,NA
"724","PA4490298","143187826005","S","16-SEP-14","SOX",NA,NA
"725","PA4490298","160100036002","S","30-NOV-15","SIA",NA,NA
"726","PA4490298","160100038002","S","30-NOV-15","SOX",NA,NA
"727","PA1150185","90245784002","S","30-JAN-09","SFJ",NA,NA
"728","PA1150185","90245784003","S","30-JAN-09","SFJ",NA,NA
"729","PA1150185","90245785002","S","30-JAN-09","SOX",NA,NA
"730","PA1150185","90245785003","S","30-JAN-09","SOX",NA,NA
"731","PA1150185","91035084003","S","05-MAR-09","SFJ",NA,NA
"732","PA1150185","91035085003","S","05-MAR-09","SOX",NA,NA
"733","PA1150185","91207485005","S","25-MAR-09","SOX",NA,NA
"734","PA1150185","11220207001","S","02-AUG-11","SOX",NA,NA
"735","PA1150185","12346456001","S","09-NOV-11","SIA",NA,NA
"736","PA1150185","12346457001","S","09-NOV-11","SIB",NA,NA
"737","PA1150185","140012118001","S","05-MAY-14","SIA",NA,NA
"738","PA1150185","140012119001","S","07-JUL-14","SIE",NA,NA
