GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOHE001,JOHE002,JOHE003,JOHE004,JOHE005,JOHE006,JOHE007,JOHE008,JOHE009,JOHE010,JOHE011,JOHE012,JOHE013,JOHE014,JOHE015,JOHE016,JOHE017,NAME_M,JOHM001,JOHM002,JOHM003,JOHM004,JOHM005,JOHM006,JOHM007,JOHM008,JOHM009,JOHM010,JOHM011,JOHM012,JOHM013,JOHM014,JOHM015,JOHM016,JOHM017
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Reservation with Trust Lands; trust lands only Code,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,Congressional District (111th Congress) Code,State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Tribal Census Tract Code,Tribal Block Group Code,Estimates: Area Name,Estimates: Total,"Estimates: Less than $10,000","Estimates: $10,000 to $14,999","Estimates: $15,000 to $19,999","Estimates: $20,000 to $24,999","Estimates: $25,000 to $29,999","Estimates: $30,000 to $34,999","Estimates: $35,000 to $39,999","Estimates: $40,000 to $44,999","Estimates: $45,000 to $49,999","Estimates: $50,000 to $59,999","Estimates: $60,000 to $74,999","Estimates: $75,000 to $99,999","Estimates: $100,000 to $124,999","Estimates: $125,000 to $149,999","Estimates: $150,000 to $199,999","Estimates: $200,000 or more",Margins of error: Area Name,Margins of error: Total,"Margins of error: Less than $10,000","Margins of error: $10,000 to $14,999","Margins of error: $15,000 to $19,999","Margins of error: $20,000 to $24,999","Margins of error: $25,000 to $29,999","Margins of error: $30,000 to $34,999","Margins of error: $35,000 to $39,999","Margins of error: $40,000 to $44,999","Margins of error: $45,000 to $49,999","Margins of error: $50,000 to $59,999","Margins of error: $60,000 to $74,999","Margins of error: $75,000 to $99,999","Margins of error: $100,000 to $124,999","Margins of error: $125,000 to $149,999","Margins of error: $150,000 to $199,999","Margins of error: $200,000 or more"
"G42001301014001","2006-2010",,,"Pennsylvania","42","Blair County","013",,,"101400","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1014, Blair County, Pennsylvania",304,30,46,68,21,13,0,27,0,0,49,50,0,0,0,0,0,"Block Group 1, Census Tract 1014, Blair County, Pennsylvania",80,26,40,44,27,21,109,30,109,109,41,49,109,109,109,109,109
"G42001301014002","2006-2010",,,"Pennsylvania","42","Blair County","013",,,"101400","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1014, Blair County, Pennsylvania",718,60,65,105,51,29,57,37,3,19,47,106,70,36,0,0,33,"Block Group 2, Census Tract 1014, Blair County, Pennsylvania",70,45,57,64,35,27,47,33,8,21,41,58,43,26,109,109,52
"G42001301014003","2006-2010",,,"Pennsylvania","42","Blair County","013",,,"101400","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1014, Blair County, Pennsylvania",438,0,31,65,13,61,41,16,36,23,63,43,0,31,0,0,15,"Block Group 3, Census Tract 1014, Blair County, Pennsylvania",99,109,33,55,20,42,49,25,30,27,52,42,109,48,109,109,23
"G42001301015001","2006-2010",,,"Pennsylvania","42","Blair County","013",,,"101500","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1015, Blair County, Pennsylvania",474,13,26,0,22,8,66,53,46,9,58,65,102,6,0,0,0,"Block Group 1, Census Tract 1015, Blair County, Pennsylvania",78,21,23,109,26,12,41,31,34,13,52,41,62,9,109,109,109
"G42001301015002","2006-2010",,,"Pennsylvania","42","Blair County","013",,,"101500","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1015, Blair County, Pennsylvania",309,18,20,19,40,20,0,10,19,7,53,43,52,8,0,0,0,"Block Group 2, Census Tract 1015, Blair County, Pennsylvania",52,20,23,17,38,22,109,17,20,11,30,45,34,14,109,109,109
"G42001301015003","2006-2010",,,"Pennsylvania","42","Blair County","013",,,"101500","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1015, Blair County, Pennsylvania",410,32,46,33,29,35,59,0,39,8,0,27,77,25,0,0,0,"Block Group 3, Census Tract 1015, Blair County, Pennsylvania",59,29,30,22,28,27,28,109,37,12,109,22,66,28,109,109,109
"G42001301015004","2006-2010",,,"Pennsylvania","42","Blair County","013",,,"101500","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1015, Blair County, Pennsylvania",300,16,16,10,9,17,34,0,0,50,55,0,63,16,0,0,14,"Block Group 4, Census Tract 1015, Blair County, Pennsylvania",52,17,19,14,14,19,44,109,109,47,29,109,32,20,109,109,16
"G42001301016001","2006-2010",,,"Pennsylvania","42","Blair County","013",,,"101600","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1016, Blair County, Pennsylvania",389,47,64,44,39,71,55,0,7,9,26,9,12,6,0,0,0,"Block Group 1, Census Tract 1016, Blair County, Pennsylvania",88,34,53,37,35,60,37,109,12,15,19,13,18,11,109,109,109
"G42001301016002","2006-2010",,,"Pennsylvania","42","Blair County","013",,,"101600","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1016, Blair County, Pennsylvania",452,22,37,26,57,60,42,0,10,38,47,36,49,20,8,0,0,"Block Group 2, Census Tract 1016, Blair County, Pennsylvania",96,27,26,43,37,54,33,109,15,34,33,43,40,22,15,109,109
"G42001301016003","2006-2010",,,"Pennsylvania","42","Blair County","013",,,"101600","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1016, Blair County, Pennsylvania",486,120,73,103,16,18,40,0,39,9,17,21,19,0,11,0,0,"Block Group 3, Census Tract 1016, Blair County, Pennsylvania",94,52,53,69,19,19,50,109,44,14,21,21,21,109,13,109,109
"G42001301017001","2006-2010",,,"Pennsylvania","42","Blair County","013",,,"101700","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1017, Blair County, Pennsylvania",233,33,11,10,25,0,9,29,0,27,9,31,8,10,0,21,10,"Block Group 1, Census Tract 1017, Blair County, Pennsylvania",45,30,17,16,23,109,13,29,109,25,15,28,13,17,109,22,16
"G42001301017002","2006-2010",,,"Pennsylvania","42","Blair County","013",,,"101700","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1017, Blair County, Pennsylvania",421,44,35,40,21,37,54,53,38,40,0,21,27,11,0,0,0,"Block Group 2, Census Tract 1017, Blair County, Pennsylvania",87,34,31,33,24,50,58,31,31,33,109,26,27,18,109,109,109
"G42001301017003","2006-2010",,,"Pennsylvania","42","Blair County","013",,,"101700","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1017, Blair County, Pennsylvania",310,51,11,20,18,0,46,11,11,34,84,24,0,0,0,0,0,"Block Group 3, Census Tract 1017, Blair County, Pennsylvania",78,30,16,24,20,109,44,17,18,30,60,26,109,109,109,109,109
"G42001301017004","2006-2010",,,"Pennsylvania","42","Blair County","013",,,"101700","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1017, Blair County, Pennsylvania",268,35,10,50,35,34,32,0,0,20,0,28,24,0,0,0,0,"Block Group 4, Census Tract 1017, Blair County, Pennsylvania",58,33,16,34,32,32,29,109,109,23,109,25,25,109,109,109,109
"G42001301018001","2006-2010",,,"Pennsylvania","42","Blair County","013",,,"101800","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1018, Blair County, Pennsylvania",426,24,0,34,47,33,60,0,9,39,63,66,42,0,9,0,0,"Block Group 1, Census Tract 1018, Blair County, Pennsylvania",61,27,109,32,37,28,64,109,14,36,39,42,36,109,14,109,109
